,report_date,report_content,day_of_week,post_date,post_id,post_title,wetsuit_adviezen_str,wetsuit_adviezen,post_url
1,2021-11-30 00:00:00.000000,"Zaterdag 30 november
Zaterdag is zo’n dag dat je nergens beschutting nodig hebt, omdat het niet waait en de swellhooogte van 2,5m naar 1,5m afneemt. Dat biedt dus mooie opties om eens een keer een nieuwe spot op te zoeken waar niemand surft, omdat het 9 van de 10 keer blown out is. Mocht je toch in de drukte gaan liggen, respecteer deze surf-regels voor je eigen veiligheid en die van anderen. De wind-forecast voor zaterdag is vanaf het eerste uur nul,nul wind in België en Zeeland, maar dan nog wel een klein beetje NNW op de wadden en N-H. Is mooi als je wilt shortboarden, maar voor het echt mooie in het noorden is het beter even te wachten. Compleet windstil en opkomend tij wordt het toch pas in de middag. Tussen Zeeland en Z-H ligt de scheiding van wel/ niet al offshore in de ochtend. Dat kan overigens heel lokaal gepaard gaan met een stevige bui op zee. Verder is het een mooie droge dag met ook veel zon. ",zaterdag,,post-32116,"Surfweer Black Friday 29 nov 2019

","———————————————-
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-","5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm",http://surfweer.nl/surf/surfweer-black-friday-29-nov-2019/
2,2021-12-01 00:00:00.000000,"Zondag 1 december
Er arriveert nieuwe swell uit het noorden met een nog hogere periode. Wel is de hoogte wat minder dan zaterdag, maar nog altijd de moeite waard. Of het qua wind ook de moeite waard blijft is onzeker. In de ochtend is de richting nog offshore wat het met een landtemperatuur van 0 graden meteen behoorlijk fris maakt. Wel is het tij in het noorden nog even mooi met hoogwater. Voor BE is zondag wel echt een mindere dag. Ook al komt het tij daar ruim op tijd voor donker, de wind uit NO maakt het al snel behoorlijk choppy op de ‘swellmagnet’spots. ",zondag,,post-32116,"Surfweer Black Friday 29 nov 2019

","———————————————-
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-","6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm",http://surfweer.nl/surf/surfweer-black-friday-29-nov-2019/
3,2021-12-03 00:00:00.000000,"Dinsdag 3 december
Nog mooier clean is het in het zuiden op dinsdag dankzij een uitloper van het hogedrukgebied boven de Britse Eilanden. Swell uit het noorden is er dan nog steeds en bestaat uit een combinatie van 12 sec op een halve meter en een 6 sec periode swell van meer dichtbij die richting 1m gaat. Dat is dus genoeg voor een mooie sessie als alle parameters gunstig vallen. Dwz getij, swellrichting en wind. Die eerste is nog steeds niet zo gunstig, want in de ochtend al te snel laagwater. Hoewel dat laagwater in Zuid-Holland vaak ook geen enkel probleem is op dagen met nul wind. In het noorden staat dinsdag alleen wel een harder wind uit west. Vooral op de wadden kan die vrij krachtig zijn. ",dinsdag,,post-32116,"Surfweer Black Friday 29 nov 2019

","———————————————-
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-",dinsdag,http://surfweer.nl/surf/surfweer-black-friday-29-nov-2019/
4,2021-12-04 00:00:00.000000,"Woensdag 4 december
Het hogedrukgebied ligt op woensdag pas echt boven de Benelux met windstil weer in Noord- en Zuid-Holland. De swell is dan al wel heel minimaal geworden. In België is er niets meer te halen. In Zeeland misschien heel klein, maar richting Zuid en vooral Noord-Holland + de wadden is het toch nog wel de moeite waard met longboard, sup of foil. Zeker dat laatste is voor dit soort dagen een superleuk surf-alternatief. Proberen kan altijd via een van de test-dagen, hou dan deze site in de gaten! ",woensdag,,post-32116,"Surfweer Black Friday 29 nov 2019

","———————————————-
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-",woensdag,http://surfweer.nl/surf/surfweer-black-friday-29-nov-2019/
5,,"
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-",wetsuit-advies,,post-32116,"Surfweer Black Friday 29 nov 2019

","———————————————-
Wetsuit-advies water is 10 gr C 
Vandaag: Een 5/4mm, losse cap, schoen6mm hand 2mm
Vrijdag: wetsuit 5/4 of 6/4 met vaste cap, hand 3mm, schoen 6mm
Zaterdag: 5mm met losse cap, hand 2 of 3mm, schoen 5 of 6mm
Zondag: 6/4mm (of 5) met vaste cap, hand 4mm, schoen 7mm
———————————————-",wetsuit-advies,http://surfweer.nl/surf/surfweer-black-friday-29-nov-2019/
0,2021-11-19 00:00:00.000000,"Dinsdag 19 november
Langzaam maar zeker draait de wind naar side-off in Vlaanderen en Zeeland waarbij het tij de golven weer richting kust brengt. Er staat nu bijna 1,5 meter op de schouwenbank en de nog iets meer op de Eurogeul3 meting. Wat betreft de hoogte moet dat wel voldoende zijn, alleen had die maan wel liever heel dan half geweest bij deze condities. Het duurt nu iets langer voor dat het echt goed hoogwater is en de swell over de schouwen- en andere banken heen komt. Anderzijds heeft die halve maan wel als voordeel dat het laagwater de swell lang niet zo wegtrekt dan met springtij. Dat heeft vooral in Zuid-Holland weer een positief effect, ware het niet dat de onshore daar eigenlijk tot zonsondergang wel invloed zal hebben. Net dat half uurtje voor donker kan positief zijn in zuidelijk Zuid-Holland en meer noordelijk is helemaal laagwater ook eigenlijk gewoon een prima moment om te gaan. Dat is ook het geval in  Noord-Holland, waar de onshore wind minder doorstaat dan in Zuid-Holland. Vooral richting de wadden valt het eigenlijk wel mee. Voor het echt cleane werk is het dus nog even wachten. ",dinsdag,2019-11-19,post-32093,"Surfweer dinsdag 19 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vandaag: Een 5/3mm, losse cap, schoen5mm hand 2mm
Woensdag: Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)
Donderdag:  Een 5/3mm met 5mm schoen
———————————————-",dinsdag,http://surfweer.nl/surf/surfweer-dinsdag-19-november-2019/
1,2021-11-20 00:00:00.000000,"Woensdag 20 november
Rond zonsopkomst is het in het binnenland behoorlijk mistig en het is te hopen dat die mist niet te veel de zee optrekt. De kansen daarop zijn niet heel groot en anders moet je maar gewoon vertrouwen op het tij, de gemeten golfhoogte, de richting en de golfperiode. Die lijken in ieder geval alle vier gunstig te zijn voor een sessie in de ochtend bij hoogwater. Eenmaal in het water is die mist natuurlijk ook niet zo’n probleem. Met 50 meter zicht heb je nog altijd een langere afstand dan wat je hier in de Noordzee op de allerbeste dag van het jaar kunt surfen. Uitzondering daargelaten, want met een 10ft longboard, sup of surffoil zijn ritjes van 50 meter eerder regel dan uitzondering. En daar blijft het woensdag nog de hele dag ideaal voor, ook met laagwater eind van de ochtend of later op de middag. De wind is zo zwak, dat die rest-swell gewoon ongehinderd de hele dag voldoende branding blijft produceren. Met uitzondering van de zuidelijke kustregio’s België en Zeeland. Daar is het alleen in de ochtend nog even genoeg voor een dikke fish, maar neemt het wel heel snel af. Ook is de offshore in het zuiden 1bft meer dan in het noorden. Voordeel daarvan is dan wel dat de mist ook geen kans krijgt om te blijven plakken boven de line-up.",woensdag,2019-11-19,post-32093,"Surfweer dinsdag 19 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vandaag: Een 5/3mm, losse cap, schoen5mm hand 2mm
Woensdag: Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)
Donderdag:  Een 5/3mm met 5mm schoen
———————————————-","Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)",http://surfweer.nl/surf/surfweer-dinsdag-19-november-2019/
2,,"Donderdag 21 november en daarna
Helaas, bijna geen swell meer voor donderdag. Of een heel klein clean 10cm golfje op de sets een keer in de 2 minuten. De offshore is te hard en het lagedrukgebied dat de swell bracht is te snel opgevuld in de Noordzee. Vanaf de Oceaan komt er een nieuw lagedrukgebied dichterbij met op vrijdag nog wat meer wind uit het zuidoosten en hogere temperaturen. Dat is dan ook het enige voordeel, want geen er is geen golf te bekennen. Zaterdag komt het laag nog iets dichterbij te liggen met als gevolg een nog meer oostelijke richting van de wind. Op de wadden is er een kans op iets van een golfje uit OZO, maar voor het echt goede zou de wind naar O of ONO moeten draaien. Die kans is echter nul. Toch kan er, als de wind maar hard genoeg is, iets van een mini-swell richting de zuidwestelijke kustregio’s bewegen. Dan zou er met het opkomende tij op zondag misschien net een golfje te suppen of surfen kunnen zijn. De wind moet dan wel afwezig blijven en dat is nu net het onzekere punt. Of juist het zekere, want op zondag ligt het omslagmoment naar een meer vanuit het zuidwesten georiënteerd weertype. In de winter is dat wel iets om naar uit te kijken vanwege het zachtere weer en de kans op korte momenten met wat hogere windswells. Welke dag dit zou kunnen plaatsvinden is nog compleet onzeker. Dit zou maandag al zo maar kunnen, maar mogelijk ook pas woensdag of de dagen daarna. Een ding staat al wel vast, midden volgende week is het weer springtij met die fijne stroming extra hard de juiste kant op tijdens de 1e helft van de werkdag in het zuiden. En hoogwater is eind van de werkdag, wat met het afnemen van de wind soms ook een mooier moment kan geven in Holland.",donderdag,2019-11-19,post-32093,"Surfweer dinsdag 19 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vandaag: Een 5/3mm, losse cap, schoen5mm hand 2mm
Woensdag: Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)
Donderdag:  Een 5/3mm met 5mm schoen
———————————————-", Een 5/3mm met 5mm schoen,http://surfweer.nl/surf/surfweer-dinsdag-19-november-2019/
3,,"
Wetsuit-advies water 11 graden C 
Vandaag: Een 5/3mm, losse cap, schoen5mm hand 2mm
Woensdag: Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)
Donderdag:  Een 5/3mm met 5mm schoen
———————————————-",wetsuit-advies,2019-11-19,post-32093,"Surfweer dinsdag 19 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vandaag: Een 5/3mm, losse cap, schoen5mm hand 2mm
Woensdag: Wetsuit 5/4mm & schoen-5mm , hand-3mm (nacht -2c)
Donderdag:  Een 5/3mm met 5mm schoen
———————————————-",wetsuit-advies,http://surfweer.nl/surf/surfweer-dinsdag-19-november-2019/
0,2021-11-15 00:00:00.000000,"Vrijdag 15 november
De ochtend is eerst nog helemaal flat. Niet alleen vanwege laagwater, maar ook omdat de noordoosten wind pas met zonsopkomst een beetje goed begint door te blazen boven de wadden. Daar zullen de golven dan ook als eerste aan de kust verschijnen en met een restje hoogwater kan er eind van de ochtend al gesurft worden. Elders is het wachten tot het begin van hoogwater aanbreekt later in de middag. Klein probleem: in Noord-Holland is dat pas echt helemaal eind van de middag wanneer het al te donker wordt. In het zuiden zien de verwachtingen er dus beter uit, want daar komt het getij gewoon veel eerder opzetten. Ook is de wind daar veel minder hard dan in het noorden dankzij de regen die uit het zuiden binnentrekt. Voor België en Zeeland ziet het er nog een meest gunstig uit met het naar oostzuidoost krimpen van de wind. In Zuid-Holland zal de wind ook niet echt een probleem zijn, alleen swell uit het noordoosten komt vaak wel wat lastiger binnen. Zeker richting katwijk en alle spots ten noorden daarvan. Wat betreft N-H is dan ook het enige advies, webcams in de gaten. Wellicht kan de swell bij de eerste push toch nog richting kust geduwd worden, maar eigenlijk is de oorsprong te aflandig en van te dichtbij.",vrijdag,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-","Een 5/4mm met losse cap, schoen5mm en hand 3mm.",http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
1,2021-11-16 00:00:00.000000,"Zaterdag 16 november
Zaterdag is de swell van verder weg, maar nog steeds van oostelijke richting die naar noordoost afbuigt. In de vroege ochtend zijn de windcondities nog het meest gunstig, dat wil zeggen zuidelijk en zwak aflandig. Met uitzondering van de wadden is het tij echter niet gunstig te noemen. Wellicht dat een deel van N-H wel net aan clean te surfen is van hoog naar midtij. Later op de dag worden de getijden weer gunstig in het zuiden. De vraag alleen is of de kleine swell het houdt in de wind die er mogelijk vanuit het zuidwesten nog bijkomt. Uiteraard is deze wind in Zeeland en deels Zuid-Holland weer genoeg aflandig om het niet meteen een grote rommel te maken op de meeste spots. Eigenlijk blijft het dan gewoon goed clean. Wat de hoogte betreft is het wel even zoeken naar waar de swell vandaan komt. Dit is meestal niet heel duidelijk zichtbaar als de wind in de Noordzee uit het oosten komt.",zaterdag,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-","ZW, 5/3mm, schoentjes 5mm + 2mm hand",http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
2,2021-11-17 00:00:00.000000,"Zondag 17 november
Inmiddels is de bron van de swell nog wat verder weg gaan liggen, net ten zuiden van Noorwegen. Dat de afstand wat verder ligt is nadelig, maar de richting van de wind onder Noorwegen is nu wel meer noordoostelijk dan oostelijk. Zelfs meer NNO als het even meezit. Binnen zo’n 24 uur zal de swell van deze NNO hier arriveren. Dat is zondag-ochtend al mogelijk, hoewel de getijden nog steeds beter staan voor de lage middag sessie. Wel is het zo dat die langere periode van de deining, omdat het swellveld nu eenmaal verder weg ligt, in de regel ook met laagwater voor goede golven kan zorgen in Zuid en Noord-Holland. Van de wind zijn in ieder geval geen nadelige effecten te verwachten, want het waait niet. Pas in de avond steekt er een vrij krachtige noord-wind op, maar dan is het al donker",zondag,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-", Een 5/3mm met 5mm schoen en hand 2mm,http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
3,2021-11-18 00:00:00.000000,"Maandag 18 november
Het lagedrukgebied die deze noordenwind aanzwengelt heeft als vertrekpunt de zuidelijke Middellandse zee. Een vrij unieke situatie die waarschijnlijk ook vrij unieke surf-condities kan gaan opleveren. Ook heel veel regen vanwege de warme mediterrane oorsprong. Het laag ligt kortdurend boven Nederland, maar trekt al snel verder nog noordelijker. Daardoor gaat de wind van NO naar noord en maandagmiddag al naar NW of zelfs west. Voor het zuiden van het land ziet dat er dan nog best aardig uit met een cross-on shore wind. Voor Noord-Holland is het allemaal te onshore, maar wel met lekker hoge golven natuurlijk.",maandag,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-","Wetsuit 5/3mm & schoen-5mm , hand-2mm",http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
4,2021-11-19 00:00:00.000000,"Dinsdag 19 november
De rust keert terug met het opvullen van het laagje bovenin de noordelijke Noordzee. Het is altijd wat onzeker hoe snel dat gaat, dus of die rust er al is voor de ochtend of voor de middag is nu niet te zeggen. Het zou ook zo maar eens een dag langer kunnen duren en pas op woensdag clean offshore zijn. Enige uitzondering is België/Zeeland, want daar neemt de swell vaak te snel af. En het tij is nog gewoon goed genoeg met bijna hoogwater eind van de middag. Natuurlijk is woensdag wel cleaner, dus als dat de absolute voorkeur heeft en de hoogte niet zo veel uitmaakt is woensdag de betere dag. Ook voor het zuiden. ",dinsdag,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-",dinsdag,http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
5,,"
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-",wetsuit-advies,2019-11-15,post-32083,"Surfweer vrijdag 15 november 2019

","———————————————-
Wetsuit-advies water 11 graden C 
Vrijdag: Een 5/4mm met losse cap, schoen5mm en hand 3mm.
Zaterdag: ZW, 5/3mm, schoentjes 5mm + 2mm hand
Zondag:  Een 5/3mm met 5mm schoen en hand 2mm
Maandag: Wetsuit 5/3mm & schoen-5mm , hand-2mm
———————————————-",wetsuit-advies,http://surfweer.nl/surf/surfweer-vrijdag-15-november-2019/
0,2021-11-08 00:00:00.000000,"Vrijdag 8 november
De golven waren vandaag zeker de moeite waard geworden wanneer het nog voor het donker een tweede keer hoogwater was geworden. Op de A12 meting is de NNO swell (en ook winddeinig) vanmorgen rond 8:00 uur gestegen naar waardes boven de kritische grens van 2 meter. In de regel komen dit soort swells bij ons aan tussen de 9 en 14 uur later. Op de wadden gaat dit nog gebeuren en daar is het tij nog wel voldoende hoogwater voor donker. Ook op Texel en misschien als uitzondering ook al spots in midden en noorden van de Hollandse westkust. ",vrijdag,2019-11-09,post-32070,"Surfweer Zaterdag 9 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-",Een 4mm met extra 1mm eronder.,http://surfweer.nl/surf/surfweer-zaterdag-9-november-2019/
1,2021-11-09 00:00:00.000000,"Zaterdag 9 november
Bij zonsopgang staat er waarschijnlijk nog even een ruime windkracht 7 uit WNW of NW op de kust van zuidelijk Holland. Er staan golven, maar dit zijn om te golfsurfen wel de meest miserabele condities die er zijn. Richting de kop van N-H en dan vooral op Texel, is de wind 180 graden gespiegeld en komt van het land. Daar zijn in theorie de meest fijne golfsurf condities te vinden. Of deze offshore de hele dag duurt is nog de vraag. In ieder geval zal het lagedrukgebiedje afzwakken en richting Denemarken verplaatsen. Daardoor gaat de wind in Zeeland en België al snel minderen (was toch al niet zo hard als Z-H) en komen de golven vol binnen bij het juiste getij. Het lijkt dus gunstig te gaan uitpakken voor het uiterste zuiden en hoogstwaarschijnlijk ook voor een spot als deze in Zuid-Holland. Verder naar het noorden is het een kwestie van wachten en wachten tot de wind echt minder wordt. Voordeel daarbij is uiteraard wel dat het getij ook later is en er eigenlijk tot ver in de middag nog die volle NW swell gesurft kan worden. Dus richting de noordelijke stranden geldt hoe later hoe beter, want minder wind en getij net na hoogwater nog een paar uur lang voldoende gunstig.",zaterdag,2019-11-09,post-32070,"Surfweer Zaterdag 9 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-","Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand",http://surfweer.nl/surf/surfweer-zaterdag-9-november-2019/
2,2021-11-10 00:00:00.000000,"Zondag 10 november
Voor zondag wordt nog een aardige rest-swell verwacht van een halve meter hoog. Om te shortboarden is het dan net te klein (muv de hogere sets), maar voor longboarden en suppen een hele mooie dag. De wind blijft afwezig of zelfs lichtjes aflandig met later op de dag echt helemaal zonnig weer. Wat betreft het getij zijn er niet heel veel voorkeuren tenzij je in Zeeland/België een golfje wilt scoren. Dan zul je echt rond opkomend, hoogwater en/of direct daarna moeten gaan. Dat geldt uiteraard ook voor het meest zuidelijke stukje zuid-holland. Elders kan er bij elk getij gewoon goed gesurft worden met de meeste swell nog in de ochtend, maar de grootste getij-component juist in de middag. Het een heft het andere op, zou je kunnen zeggen. Het is wel weer bijna volle maan, dus zo weinig stromen als begin deze week zal het niet. Maar echt springtij is midden volgende week. Dan zouden die extreme stromingen juist een voordeel kunnen zijn.",zondag,2019-11-09,post-32070,"Surfweer Zaterdag 9 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-", Een 5/3mm met 5mm schoen,http://surfweer.nl/surf/surfweer-zaterdag-9-november-2019/
3,,"Lange termijn verwachting
Maandag komt vanaf de Atlantische Oceaan een front met regen waarbij de wind volledig wegvalt. Voor het front waait het zuid windkracht 5 in Zeeland en 6 in de kop van N-H. Alleen heel vroeg is de wind nog niet te hard voor een sessie met nog steeds wat noordelijke deining. Alleen op de laagwaterspots richting het noorden, want het zuiden zal al flat zijn. Aan het eind van de dag in de regen komen er aardige windgolven binnen met side-offshore en afnemende wind. ",lange,2019-11-09,post-32070,"Surfweer Zaterdag 9 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-",lange,http://surfweer.nl/surf/surfweer-zaterdag-9-november-2019/
4,,"
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-",wetsuit-advies,2019-11-09,post-32070,"Surfweer Zaterdag 9 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Vrijdag: Een 4mm met extra 1mm eronder.
Zaterdag: Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm + evt 2mm hand
Zondag:  Een 5/3mm met 5mm schoen
Maandag: Zuidenwind, 5/3mm & schoen 4mm
———————————————-",wetsuit-advies,http://surfweer.nl/surf/surfweer-zaterdag-9-november-2019/
0,2021-11-02 00:00:00.000000,"Zaterdag 2 november
De dag begint met een vrij krachtige zuidwester die ook in Zeeland nog wel wat golven kan geven van iets meer dan een halve meter hoog. Het tij is daar meteen al goed vanaf het eerste licht. Helaas gaat het meeste van deze storm aan het zuiden voorbij vanwege de compleet verkeerde timing van het getij. Pas na de lunch gaat de wind echt goed toenemen en wordt dan de noodzakelijke windkracht 7 om golven uit het zuiden te krijgen. Dat de  windtoename gepaard gaat met een verandering van de windrichting naar zuid is behoorlijk pech hebben voor het zuiden. Gewoonweg een te harde wind en te weinig echte swell. Ook in Belgie, hoewel er daar na het hoogwater van 16:00 uur wel iets door het kanaal richting de kust kan worden afgebogen. Toch niet helemaal flat in het zuiden dus, maar meer zekerheid over genoeg golfhoogte is er voor de Zuid-Hollandse kust. Een provincie met grote verschillen, want in het zuiden rond Ouddorp te klein (hoewel daar hetzelfde geldt als voor België) en in het noorden rond Katwijk alweer veel te veel wind maar wel lekker hoog. Op zich is het wel fijn dat het eigenlijk gewoon aflandig ZZW blijft tot aan Zandvoort. De echt felle wind zit vooral een vijftig kilometer ver op zee bij dit soort aflanding ZZW condities. Die felheid lijkt de kust bij ons pas tegen zonsondergang te gaan naderen, dus echt storm wordt het niet. Uiteraard zal de wind op IJmuiden en verderop in noord-holland wel flink te keer gaan. Zolang het laagwater is, geen probleem. Als je maar niet van het strand gewaaid is surfen gewoon nog mogelijk.",zaterdag,2019-11-02,post-32041,"Surfweer Zaterdag 2 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Zaterdag: Een 4mm, evt extra 1mm eronder.
Zondag : Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm
Maandag:  Een 5/3mm met 5mm schoen
Dinsdag: Kouder, dus 5mm is nodig, schoen 4 & hand 2mm
———————————————-","Een 4mm, evt extra 1mm eronder.",http://surfweer.nl/surf/surfweer-zaterdag-2-november-2019/
1,2021-11-03 00:00:00.000000,"Zondag 3 november
Zondag moet je vroeg op voor een sessie met mid-tij en nog 1m aan zuidelijke windswells in heel noord-Holland. Dat kan leuk zijn in Zandvoort, omdat de wind daar min of meer al een licht offshore is. De stroming wordt gaandeweg de ochtend meer gunstig en tot eind van de ochtend is het nog de moeite met fish of longboard. Echt lekkere holle golven zijn niet te verwachten, ook niet in Zuid-Holland of de wadden. Het is in Zuid-Holland niet flat, maar het wordt wel een lastig verhaal met op de meeste spots flat. Alleen op de meest ruimtelijk geleden stranden naar het zuiden (zoals bv Katwijk), komt de zuidswell nog aardig binnen tot eind van de ochtend. Afhankelijk van de wind op zee is er misschien in de middag ook nog een kansje. In Zeeland en Belgie echter de hele dag flat. ",zondag,2019-11-02,post-32041,"Surfweer Zaterdag 2 november 2019

","———————————————-
Wetsuit-advies water 14 graden C 
Zaterdag: Een 4mm, evt extra 1mm eronder.
Zondag : Koudere lucht, dus 5/4 is wel lekker, schoentjes 5mm
Maandag:  Een 5/3mm met 5mm schoen
Dinsdag: Kouder, dus 5mm is nodig, schoen 4 & hand 2mm
———————————————-",zondag,http://surfweer.nl/surf/surfweer-zaterdag-2-november-2019/
